,SRR3917608,SRR3736988,SRR3736989,SRR3917587,SRR3917627,SRR3917619,SRR3736999,SRR3736998,SRR3737029,SRR3737001,SRR3737015,SRR3917694,SRR3730381,SRR3730395,SRR3730356,SRR3730357,SRR3730394,SRR3730380,SRR3917695,SRR3737014,SRR3737000,SRR3737028,SRR3737016,SRR3737002,SRR3917697,SRR3730396,SRR3730382,SRR3730355,SRR3730369,SRR3730368,SRR3730354,SRR3730383,SRR3730397,SRR3917696,SRR3737003,SRR3737017,SRR3737013,SRR3737007,SRR3917686,SRR3917692,SRR3730393,SRR3730387,SRR3730378,SRR3730350,SRR3730345,SRR3730351,SRR3730379,SRR3730386,SRR3730392,SRR3917693,SRR3917687,SRR3737006,SRR3737012,SRR3737004,SRR3737010,SRR3917691,SRR3730384,SRR3730390,SRR3730347,SRR3730353,SRR3730352,SRR3730346,SRR3730391,SRR3730385,SRR3917690,SRR3737011,SRR3737005,SRR3737020,SRR3917689,SRR3730388,SRR3730363,SRR3730377,SRR3730376,SRR3730362,SRR3730389,SRR3917688,SRR3737021,SRR3737009,SRR3737023,SRR3730374,SRR3730360,SRR3730348,SRR3730349,SRR3730361,SRR3730375,SRR3917648,SRR3737022,SRR3737026,SRR3730359,SRR3730371,SRR3730365,SRR3730364,SRR3730370,SRR3730358,SRR3917665,SRR3737025,SRR3737031,SRR3917698,SRR3730399,SRR3730400,SRR3730366,SRR3730372,SRR3730373,SRR3730367,SRR3730398,SRR3737018,SRR3737030,SRR3737024,SRR3917563,SRR3736995,SRR3736994,SRR3917562,SRR3736996,SRR3736997,SRR3736987,SRR3736993,SRR3736986,SRR3736990,SRR3736984,SRR3736985,SRR3736991
1952107,5,40,22,41,112,19,25,3,16,15,11,149,0,0,0,0,0,0,6,34,11,13,0,22,6,0,0,0,0,0,0,0,0,14,15,110,34,7,21,6,0,0,0,0,0,0,0,0,0,8,16,28,16,3,5,29,0,0,0,0,0,0,0,0,2,10,4,23,5,0,0,0,0,0,0,18,8,9,38,0,0,0,0,0,0,53,25,9,0,0,0,0,0,0,25,25,3,31,0,0,0,0,0,0,0,14,7,4,14,84,21,42,41,32,28,17,33,46,15,16,90
244366,0,1,0,0,0,0,0,0,0,0,50,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,77,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,61,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,31,0,22,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82541,0,0,0,0,0,0,0,16,35,1,0,1,0,0,0,0,0,0,23,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0
339862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473,0,0,0,0,0,0,0,1,0,0,0,4782,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,3117,0,0,0,0,0,3828,0,0,0,0,0,0,0,0,1563,2982,0,324,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952144,2,1,3,9,6,4,6,3,3,3,6,1,0,0,0,0,0,0,1,2,4,2,0,4,4,0,0,0,0,0,0,0,0,3,4,5,9,1,3,2,0,0,0,0,0,0,0,0,0,0,5,3,9,2,3,3,0,0,0,0,0,0,0,0,4,2,2,2,8,0,0,0,0,0,0,2,2,4,6,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,4,4,2,11,0,0,0,0,0,0,0,4,4,6,4,9,3,5,4,9,10,5,15,6,4,5,4
1631346,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,25,0,4,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,6,33,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,0,6,0,0,0,0,0,0,5,9,0,0,7,0,0,0,0,0,0,0,21,14,7,11,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1111137,3,3,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,1,5,0,11,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,6,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,1,0,0,0,0
1262977,0,0,0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0
165096,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,600,0,0,0,0,0,0,0,0,0,28,7,0,0,24,0,60,0,0,0,0,0,0,0,0,0,71,0,0,24,17,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,25,0,0,17,0,28,0,0,0,0,33,0,21,0,0,12,0,0,0,0,0,0,0,431,0,0,0,0,0,0,91,109,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632858,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,8,3,0,0,0,0,0,0,0,2,11,0,6,2,5,4,16,0,0,0,0,0,0,0,0,5,1,6,0,4,4,0,18,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,1,14,0,0,0,0,4,0,2,8,0,0,0,0,0,7,0,5,2,7,4,0,0,0,0,0,0,18,8,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841855,31,15,20,2,49,6,9,1,13,1,2,6,0,0,0,0,4,0,6,13,12,3,0,3,0,0,0,0,0,0,0,0,0,1,14,30,5,0,33,1,0,0,0,0,16,0,0,0,0,3,8,3,9,1,3,30,0,0,0,0,0,0,0,0,1,2,7,40,2,0,0,0,0,0,0,25,2,16,8,0,0,0,0,0,0,17,12,5,0,0,0,0,0,0,13,14,3,13,0,23,0,0,0,0,0,11,2,2,7,9,73,5,76,1,2,6,11,34,3,2,26
64702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965585,3,3,1,1,0,2,4,3,2,1,2,12,0,0,0,0,0,0,1,2,1,29,0,0,11,0,0,0,0,0,0,0,0,0,1,1,1,9,1,11,0,0,0,0,0,0,0,0,0,1,1,10,3,16,0,2,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,2,9,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,6,1,3,0,0,0,0,0,0,0,1,0,2,1,1,0,2,4,1,2,1,5,0,1,3,0
1946278,0,0,1,5,2,0,6,1,0,1,1,1,0,0,0,0,0,0,2,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,1,5,6,0,4,3,0,0,0,0,0,0,0,0,0,1,0,4,29,3,1,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,4,1,7,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,28,0,0,0,0,0,0,0,1,2,0,1,1,1,1,8,1,12,1,50,2,1,4,3
1962403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252966,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,10,1,0,0,0,6,0,9,0,1,0,1,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,5,0,3,3,3,5,0,0,0,1,0,3,2,0,0,0,0,0,0,13,0,5,0,0,10,0,0,0,1,0,0,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1263006,5,7,28,201,114,12,319,11,14,29,13,49,0,0,0,0,0,0,24,8,9,63,0,52,13,0,0,0,0,0,0,0,0,1,11,949,287,6,17,100,0,0,0,0,0,0,0,0,0,13,8,131,518,193,2,142,0,0,0,0,0,0,0,0,9,10,27,12,6,0,0,0,0,0,13,73,120,19,289,0,0,0,0,0,0,116,36,17,0,0,0,0,0,0,55,71,11,659,0,0,0,0,0,0,0,29,20,13,64,32,19,13,206,88,354,10,872,77,6,18,419
1262893,0,0,1,1487,2,1,3,4,1,0,0,1,0,0,0,0,0,0,3,0,1,2,0,9,2,0,0,0,0,0,0,0,0,0,1,3,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,1,2,4,12,0,0,0,3,0,0,2,3,1,3,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,3,2,1,3,0,0,0,0,0,0,0,5,2,27,1,1,3,1,9,74,6,4,5,2,1,1,7
76122,1,0,2,0,1,0,2,0,0,1,0,3,0,8,0,0,0,3,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,5,0,0,5,0,0,63,4,0,0,0,2,1,1,4,0,1,1,8,3,0,0,0,12,0,11,0,0,6,16,0,11,0,0,0,0,0,1,1,1,0,0,19,0,4,21,0,1,2,5,3,0,0,2,0,0,2,1,0,5,0,15,2,0,11,0,3,2,1,0,2,2,11,0,1,0,0,1,7,1,0,0,2
712531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,13,0,16,0,0,0,1,0,0,0,59,0,0,27,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,1,0,25,0,0,0,0,0,0,0,62,0,0,235,91,0,0,0,0,0,0,0,271,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
68244,34,41,2,10,5,4,16,6,3,2,3,29,0,0,0,0,0,0,2,56,39,4,0,7,6,0,0,0,0,0,0,0,0,36,1,7,11,2,6,32,0,0,0,0,0,0,0,0,0,2,1,4,7,60,18,5,0,0,0,0,0,0,0,0,5,5,2,2,2,0,0,0,0,0,0,2,43,1,5,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,6,1,3,6,0,0,0,0,0,0,0,5,40,4,2,4,7,23,6,4,14,3,10,4,23,2,5
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952097,1,1,2,2924,6,2,1,1,2,2,3,1,0,0,0,0,0,0,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2,1,5,3725,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,108,0,2,1,0,0,0,0,0,0,0,27,1,2,0,2,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,10,0,8,1,1,0,0,0,0,0,0,2,2,1,116,0,0,0,0,0,0,0,2,2,1,1,1,1,2,4,4,943,3,106,6,1,2,5
1384078,0,0,2,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1469502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020964,0,1,0,0,0,0,1,1,1,0,1,1,3,0,12,0,0,0,2,0,0,1,0,1,0,0,6,0,0,0,0,0,0,4,3,0,1,8,4,2,7,0,0,0,0,0,12,0,589,7,0,0,1,2,2,1,0,0,0,3,0,26,0,111,3,0,3,0,0,0,12,0,0,0,0,0,2,4,0,0,0,0,0,94,0,0,0,2,0,0,0,18,0,8,0,0,0,1,3,0,0,0,0,0,85,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1834109,5,4,3,12,6,6,6,1,3,2,4,37,0,0,0,0,0,0,3,5,5,3,0,8,8,0,0,0,0,0,0,0,0,3,2,10,15,2,6,2,0,0,0,0,0,0,0,0,0,2,2,5,8,7,2,6,0,0,0,0,0,0,0,0,3,5,2,3,1,0,0,0,0,0,0,4,4,2,7,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,5,3,5,6,0,0,0,0,0,0,0,4,4,5,6,6,7,8,6,5,13,4,13,4,2,2,9
1262930,15,5,9,37,1,4,12,0,0,1,11,0,0,0,0,0,0,0,0,5,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,33,0,0,0,0,0,0,0,5,2,26,0,3,0,0,0,0,0,0,0,1110,3,0,137,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,23,42,193,0,0,0,0,0,0,0,0,0,0,1,1,2,0,144,2,97,0,95,3,0,2,3
558169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1694,1,4,0,1,0,1,1,1,2,0,1,3,0,0,0,7,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,2,0,6,1,0,2,16,5,39,0,0,0,0,0,0,0,2,0,37,0,1,1,63,3,1,4,0,0,0,0,0,14,104,6,1,14,0,1,0,0,0,0,0,0,0,41,1,1,0,0,0,0,5,0,0,0,8,0,0,0,0,3,9,0,1,0,1,0,0,2,0,3,37,0,0,6,0,1,0,1,1,0,0,4,0,0,0,0,1,0
1579,0,0,0,0,0,0,0,0,0,0,0,0,269,43,100,157,205,72,0,0,0,0,0,0,0,92,442,138,70,67,473,192,208,0,0,0,0,0,0,0,81,188,210,73,35,215,160,416,277,0,0,0,0,0,0,0,42,503,76,218,569,143,143,154,0,0,0,0,0,290,107,159,76,481,439,0,0,1,0,251,54,83,341,89,99,1,0,0,168,99,193,335,374,279,1,0,0,1,31,99,100,272,160,210,301,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0
264463,1,1,1,3,1,2,0,1,1,0,2,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,78,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,18,0,2,1,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,2,1,0,1,2,1,1,1,3,1,1,1,1,1,1
1327635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026788,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,6,3,3,5,0,0,0,1,0,0,1,0,0,11,0,8,0,0,13,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
69824,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,28,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,5,0,0,0,0,0,0,2,0,1,0,0,0,8,5,0,1,0,0,3,0,6,0,0,10,0,0,1,0,0,0,0,0,13,7,20,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1952446,0,0,1,7,1,1,10,3,0,1,1,12,0,0,0,0,0,0,15,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,3,0,0,0,0,0,0,0,0,0,1,0,37,8,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,26,5,0,123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,10,0,0,0,0,0,0,0,0,1,2,1,0,0,0,45,11,9,0,15,2,0,2,1
53345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
181487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1332188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,15,0,0,3,2,0,0,27,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952115,2,3,3,12,165,8,1,4,14,3,11,4,0,0,0,0,0,0,3,4,11,1,0,38,11,0,0,0,0,0,0,0,0,6,1,6,13,6,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,14,0,0,0,0,0,0,0,0,3,10,0,11,4,0,0,0,0,0,0,19,2,2,48,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,40,6,5,1,0,0,0,0,0,0,0,12,4,15,3,1,4,68,64,60,13,10,1,46,15,9,7
467750,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,12,0,0,0,0,0,0,3
1930557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33039,4039,617,2809,2111,1093,5791,806,4399,5020,4837,5319,595,692,1214,1739,573,990,285,403,1994,362,790,0,723,4188,559,148,603,1105,741,150,499,1170,88,187,875,1289,2081,371,181,927,1310,287,784,207,204,335,1548,520,53,4531,377,147,480,63,1245,597,466,1640,313,499,911,2004,1158,1408,822,332,580,6726,540,1438,275,510,1182,564,6934,290,253,7409,851,192,590,423,857,77,1072,2656,286,960,1150,1949,510,970,133,662,1454,1929,240,1257,372,1020,791,230,974,1020,3246,104,1566,1460,1362,523,657,2396,867,2274,2230,875,1034,201,7425,641
1262948,9,5,84,57,50,301,33,6,86,82,1184,14,0,0,0,0,4,0,9,9,63,26,0,272,302,0,0,0,0,0,0,0,0,3,193,48,40,19,3,50,0,0,0,0,0,0,0,0,0,2,1150,28,80,66,3,25,0,0,0,0,0,0,0,0,345,25,10,1051,8,0,0,0,0,0,0,140,55,177,286,0,0,0,0,0,0,87,559,17,0,0,0,0,0,0,94,94,32,15,0,0,0,0,0,3,0,97,6,5,53,283,594,72,117,393,88,78,125,317,141,1105,40
1720300,5,3,5,3,10,6,2,18,7,7,6,8,12,5,34,77,0,0,2,5,11,5,0,5,19,0,6,0,0,19,2,4,9,42,10,12,4,4,4,2,6,10,2,30,3,0,53,224,0,1,10,5,4,2,31,3,0,0,0,2,61,0,14,0,4,10,4,12,30,42,22,3,30,50,5,5,3,11,8,135,0,12,4,0,0,16,7,7,2,0,6,247,29,0,3,4,11,3,6,0,13,20,3,13,3,4,54,7,4,10,14,9,5,8,4,5,5,8,7,6,7
1410621,0,1,1,3,1,2,1,0,2,1,4,1,47,88,43,95,64,39,1,1,2,0,0,1,0,23,46,85,162,46,30,20,82,0,1,1,4,0,1,0,172,28,36,34,15,10,55,86,69,0,1,1,2,0,0,1,72,104,18,46,164,61,48,93,1,0,0,1,1,33,59,36,98,87,47,2,0,1,2,80,22,34,98,42,32,2,1,0,76,115,112,54,55,33,1,1,1,2,112,35,87,58,40,96,68,1,0,0,1,1,1,4,6,2,2,1,3,11,1,5,1
1952450,1,0,1,15,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,17,0,2,3,0,0,0
1952141,1,1,1,16,1,2,2,2,2,2,1,1,0,0,0,0,0,0,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,2,1,2,20,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,2,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,1,3,1,1,2,2,2,2,2,15,2,7,2,2,1,2
51123,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,68,36,4,0,12,0,0,0,0,0,0,0,61,0,7,21,201,30,241,0,0,0,0,0,1,0,0,0,173,6,0,181,4,0,14,33,0,0,0,0,0,5,21,92,90,0,0,0,0,0,0,86,75,0,0,0,0,0,0,0,5,0,0,368,0,0,0,0,0,1,8,11,49,0,0,46,125,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
