,SRR3917608,SRR3736988,SRR3736989,SRR3917587,SRR3917627,SRR3917619,SRR3736999,SRR3736998,SRR3737029,SRR3737001,SRR3737015,SRR3917694,SRR3730381,SRR3730395,SRR3730356,SRR3730357,SRR3730394,SRR3730380,SRR3917695,SRR3737014,SRR3737000,SRR3737028,SRR3737016,SRR3737002,SRR3917697,SRR3730396,SRR3730382,SRR3730355,SRR3730369,SRR3730368,SRR3730354,SRR3730383,SRR3730397,SRR3917696,SRR3737003,SRR3737017,SRR3737013,SRR3737007,SRR3917686,SRR3917692,SRR3730393,SRR3730387,SRR3730378,SRR3730350,SRR3730345,SRR3730351,SRR3730379,SRR3730386,SRR3730392,SRR3917693,SRR3917687,SRR3737006,SRR3737012,SRR3737004,SRR3737010,SRR3917691,SRR3730384,SRR3730390,SRR3730347,SRR3730353,SRR3730352,SRR3730346,SRR3730391,SRR3730385,SRR3917690,SRR3737011,SRR3737005,SRR3737020,SRR3917689,SRR3730388,SRR3730363,SRR3730377,SRR3730376,SRR3730362,SRR3730389,SRR3917688,SRR3737021,SRR3737009,SRR3737023,SRR3730374,SRR3730360,SRR3730348,SRR3730349,SRR3730361,SRR3730375,SRR3917648,SRR3737022,SRR3737026,SRR3730359,SRR3730371,SRR3730365,SRR3730364,SRR3730370,SRR3730358,SRR3917665,SRR3737025,SRR3737031,SRR3917698,SRR3730399,SRR3730400,SRR3730366,SRR3730372,SRR3730373,SRR3730367,SRR3730398,SRR3737018,SRR3737030,SRR3737024,SRR3917563,SRR3736995,SRR3736994,SRR3917562,SRR3736996,SRR3736997,SRR3736987,SRR3736993,SRR3736986,SRR3736990,SRR3736984,SRR3736985,SRR3736991
1428,1,1,1,3,1,1,1,1,2,1,1,1,432,157,256,107,161,152,1,1,2,1,0,1,1,188,320,47,231,168,173,202,389,0,2,2,4,1,1,2,38,373,414,319,103,287,155,1299,178,0,1,1,1,3,0,1,116,378,158,128,824,59,202,189,1,2,1,1,2,127,153,130,337,351,263,1,2,2,1,422,259,147,172,152,94,2,2,1,186,262,132,162,131,213,2,1,2,2,145,125,165,136,602,209,208,1,1,1,1,1,1,2,1,2,4,1,1,1,1,2,1
1952519,0,0,1,3,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,5,0,0,0,0
238834,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,16,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,28,2,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1950464,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0
1950234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,152,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947021,1,2,4,12,9,1,21,12,3,2,1,4,0,0,0,0,0,0,2,1,2,7,0,3,2,0,0,0,0,0,0,0,0,1,5,6,15,1,8,10,0,0,0,0,0,0,0,0,0,3,1,10,49,5,2,14,0,0,0,0,0,0,0,0,1,2,6,8,2,0,0,0,0,0,0,5,10,6,31,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,3,5,3,18,0,0,0,0,0,0,0,4,3,4,5,2,12,8,27,4,13,2,40,9,2,2,8
1514668,0,0,1,3,2,1,2,2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,7,1,1,2,0,0,0,16,0,0,1,1,1,5,0,0,4,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,2,3,0,3,2,1,1,1
518,0,0,0,0,0,0,0,0,0,0,0,0,110,20,0,0,367,0,0,0,0,1,0,0,0,18,0,0,0,111,0,0,0,0,0,0,1,0,0,1,0,0,40,0,0,122,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,69,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39483,6,4,19,2,3,70,2,1,2,8,42,1,0,0,0,0,0,0,1,2,4,1,0,1,9,0,0,0,0,118,0,0,0,2,0,2,2,2,2,3,739,498,0,21,0,0,0,0,0,0,9,1,1,3,3,2,0,0,0,0,0,0,0,9,1,2,1,1,2,0,315,3,7,0,0,5,2,1,6,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,4,1,1,2291,0,0,0,0,0,0,4,2,2,3,54,1,4,5,1,7,4,1,4,2,143,2
1950661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1660104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232452,7,6,8,8,20,9,8,149,124,16,14,17,24,36,0,0,0,0,61,11,19,26,0,8,73,0,0,0,0,0,0,0,0,16,36,12,11,14,569,5,0,0,0,0,0,0,0,0,0,1,20,23,12,6,6,5,0,0,0,0,0,0,0,0,6,56,9,104,78,0,0,0,0,0,0,8,9,44,12,0,0,0,0,0,0,12,15,13,0,0,0,0,0,0,4,6,58,11,0,0,0,0,0,0,231,8,34,76,13,18,204,16,12,9,10,7,11,22,14,19,14
1946420,0,0,1,11,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,0,1,1,1,0,0
1219382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1750560,26,7,56,109,18,29,22,2,6,72,29,53,0,0,0,0,0,14,5,8,9,31,0,5,0,0,0,0,0,0,0,0,0,1,12,14,160,0,20,1,0,260,0,0,0,0,0,0,0,2,19,41,89,1,1,19,0,0,0,0,0,0,0,71,1,4,3,32,2,0,0,0,0,1,0,15,1,16,8,0,0,0,0,0,0,9,20,1,0,0,0,0,0,0,19,9,6,94,0,0,0,4,3,0,0,16,1,2,314,56,48,8,17,2,79,5,81,36,6,5,11
999425,19,12,1,0,1,3,14,8,29,8,2,4,0,0,0,0,0,0,9,6,4,3,0,9,12,0,0,0,0,0,0,0,0,2,3,2,0,3,21,1,0,0,0,0,0,0,0,0,0,1,12,1,0,0,6,11,0,0,0,0,0,0,10,0,20,1,2,7,21,0,0,0,0,0,0,15,1,4,8,0,0,0,0,0,0,4,30,2,0,0,0,0,0,0,79,49,2,0,0,0,0,0,0,0,0,36,6,7,4,61,4,16,17,5,1,32,0,8,4,8,4
112904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896972,1,1,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,1,0,0,0,15
1617420,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,36,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,19,26,0,1,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947220,129,35,7,4,0,6,31,0,0,0,15,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,6,0,0,1,1
39485,470,157,459,448,1659,253,22,89,160,76,125,119,23,223,0,6,152,1004,128,1325,895,50,2441,206,376,44,3357,21,70,214,42,2177,438,960,96,1162,690,64,26,41,17,367,60,77,337,281,436,13,258,90,972,91,510,165,4633,69,174,103,147,2,0,292,210,697,61,7979,54,528,890,438,28,27,441,74,1702,392,84,124,258,9,0,0,693,85,110,500,4150,92,6290,453,325,1193,385,4900,176,159,1459,240,3,74,300,216,1593,96,277,480,989,63,37,1890,639,549,472,309,526,238,67,3140,1242,185,2339
1952444,0,0,2,2,1,1,4,2,1,3,2,0,0,0,0,0,0,0,0,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,43,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,3,0,41,0,0,0,0,0,0,0,1,0,2,2,2,1,2,4,67,6,0,76,1,1,3,2
1947432,0,1,0,2,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,12,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,8,3,0,9,1,1,1,2
97137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891970,2,3,2,7,3,3,3,1,2,3,4,28,0,0,0,0,0,0,1,4,4,2,0,4,6,0,0,0,0,0,0,0,0,2,1,6,8,2,4,2,0,0,0,0,0,0,0,0,0,2,1,3,4,5,1,4,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,3,2,3,3,4,3,2,6,2,8,1,9,2,1,3,8
1765683,0,0,0,1,0,0,0,0,0,0,0,0,11,0,8,0,0,3,0,0,0,0,0,0,0,2,5,0,0,0,0,2,9,0,0,0,0,0,0,0,0,5,2,3,3,3,4,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,0,0,0,0,12,0,4,7,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,4,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262830,1,1,2,26,2,1,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,3,2,29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,172,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,4,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,2,1,2,550,0,0,0,0,0,0,0,2,0,2,1,2,1,4,2,4,12,3,92,2,1,1,3
1618922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,26,9,1,0,3,2,7,13,23,7,6,2,0,0,0,0,0,0,18,33,4,2,0,7,5,0,0,0,0,0,0,0,0,3,3,25,0,4,20,1,0,0,0,0,0,0,0,0,0,3,6,1,0,2,5,16,0,0,0,0,0,0,0,0,3,1,1,4,6,0,0,0,0,0,0,9,2,6,5,0,0,0,0,0,0,8,29,2,0,0,0,0,0,0,40,47,0,0,0,0,0,0,0,0,0,41,3,7,9,10,9,5,8,2,3,20,0,9,6,13,11
219301,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,15,0,0,0,0,0,0,0,5,5,3,0,7,12,0,6,0,0,0,0,0,0,0,6,14,24,19,3,7,0,14,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,11,9,0,0,1,0,0,0,0,0,6,6,10,4,5,16,0,0,0,24,17,0,0,7,6,0,0,0,0,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262812,0,0,40,16,0,0,0,0,0,0,7,182,0,0,0,0,0,0,0,0,0,64,0,2,0,0,0,0,0,0,0,0,0,0,1,39,11,0,0,198,0,0,0,0,0,0,0,0,0,0,2,383,4,288,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,116,1,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,26,0,2,0,0,4,23
762209,0,1,0,1,0,1,1,1,1,0,1,1,58,2,194,2,0,3,3,0,0,1,0,1,0,3,19,0,0,0,0,0,2,4,2,0,2,10,6,6,16,25,3,14,0,12,65,0,525,25,0,0,0,6,2,1,0,0,0,26,0,120,14,266,3,0,9,0,1,21,22,42,3,0,0,0,5,2,0,0,0,29,0,233,14,0,0,4,3,0,0,105,3,26,0,0,0,0,0,4,4,6,0,55,130,0,2,0,2,0,1,0,0,0,3,0,0,0,0,2,0
1965572,2,2,4,13,9,3,18,11,6,10,3,3,0,31,2,2,14,0,16,4,8,8,0,5,12,0,0,0,0,308,187,0,386,3,10,12,18,2,23,11,0,0,44,34,77,273,5,6,20,2,4,10,36,6,4,13,115,25,428,3,18,3,74,19,1,6,9,11,5,10,98,19,4,0,6,7,11,16,20,28,245,0,5,5,353,8,9,9,7,251,48,0,0,11,7,8,9,21,28,5,541,0,15,51,0,4,4,5,6,10,24,12,20,4,18,4,36,9,4,5,8
1950878,0,0,1,10,5,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,0,13,3,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,15,7,0,4,1
180311,17,19,10,9,14,13,4,18,10,16,12,6,2,21,15,15,0,3,2,23,11,5,0,4,11,3,5,11,41,4,14,0,25,49,14,5,12,5,11,2,70,5,9,0,8,0,7,62,114,0,15,4,4,2,70,4,0,51,6,2,67,10,0,5,10,16,2,19,14,5,3,7,19,0,34,16,2,16,21,4,6,2,27,17,21,9,10,3,48,5,105,16,3,0,12,8,11,5,22,7,6,0,70,20,96,8,45,12,8,8,17,10,14,6,12,8,9,12,7,9,5
1074049,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,4,0,0,0,0,0,0,0,8,25,19,0,12,11,0,0,0,0,0,0,0,0,0,10,0,3,7,0,0,0,119,10,0,0,0,0,0,0,0,12,0,0,2,9,17,34,6,0,0,0,0,0,7,0,0,7,70,0,0,0,0,0,19,3,0,23,9,12,0,0,0,8,13,0,6,9,0,0,0,0,0,5,0,10,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798542,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,9,7,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,2,51,0,0,0,0,0,0,0,0,0,9,0,0,90,0,0,0,0,0,0,0,0,33,45,11,3,1,14,0,0,0,0,0,0,2,0,7,0,0,0,0,17,0,5,7,0,24,0,0,0,0,0,0,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263052,3713,868,10,1,337,4,1,0,0,0,1,325,0,0,0,0,0,0,0,1206,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,6,2,1,1,0,3,2,1143,1,0,2
1262903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2024888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897034,0,0,13,14,320,2,12,0,1,1,36,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,46,76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,178,9,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,1,48,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,144,0,0,0,0,0,0,0,0,2,0,0,0,0,1,133,0,92,0,150,98,0,65,71
1673724,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,20,7,0,2,0,0,0,0,0,0,0,0,0,5,4,2,2,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,0,0,0,0,0,11,18,0,9,0,18,0,0,0,0,0,0,2,4,2,0,0,0,0,0,5,0,15,0,4,0,0,0,0,3,0,0,4,30,5,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1235798,7,13,9,9,9,12,5,7,15,8,15,9,0,4,0,9,0,0,7,16,11,6,0,8,24,2,0,0,0,0,0,0,0,13,15,8,13,4,8,3,26,0,0,0,0,0,0,0,0,1,13,7,4,3,11,6,0,0,0,27,0,0,0,0,4,24,7,11,12,0,0,0,0,0,0,5,4,24,8,0,0,16,15,0,0,11,11,11,0,0,0,0,0,0,6,7,23,6,54,0,0,0,10,0,0,9,19,7,6,14,11,12,8,9,12,11,6,8,11,17,8
1951473,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,6,18,0,0,0,0,0,0,0,0,11,9,0,16,12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,11,0,0,3,0,8,0,0,0,0,0,42,0,0,10,12,0,0,0,0,17,0,0,10,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290732,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,18,2,2,2,0,0,0,0,0,0,0,0,5,0,0,0,3,2,17,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0,0,0,0,0,0,3,3,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,4,134,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,50,0,0,15,0,0,0,0,0,0,99,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739422,115,51,1,0,6,4,64,34,95,46,3,23,0,0,0,0,0,0,27,31,9,12,0,3,54,0,3,0,0,0,0,0,5,13,12,12,0,11,64,1,0,0,6,0,0,0,0,0,0,3,39,7,0,2,32,48,0,0,0,0,0,0,0,0,6,4,9,24,101,0,0,0,0,0,0,9,4,20,6,0,0,0,0,0,0,23,110,9,0,0,0,0,0,0,259,218,6,0,0,0,0,0,0,0,0,124,29,34,19,228,19,58,18,1,1,94,0,35,9,8,16
